customer_id,booking_id,review_date,stay_rating,review_text
C5841,INN10934,2017-12-23,2,"Крайне недоволен. трещины на стенах. номера грязные, несмотря на заверения отеля Для детей ничего нет, им было скучно."
C5842,INN10935,2021-08-23,3,"Неплохо. приятный аромат в холле, но потёртые ковры. В номерах холодно. второго одеяла пришлось выпрашивать"
C5843,INN10936,2017-11-15,3,"Неплохо. стильный дизайн отеля, но не работает сейф в номере. Для детей ничего нет, им было скучно."
C5843,INN10937,2019-06-22,3,"Неплохо. удобная мебель, но неприятный запах в номере. Для детей ничего нет, им было скучно. Парковка далеко и плохо освещена."
C5844,INN10938,2020-03-17,3,"Неплохо. удобные парковочные места, но отсутствие парковки."
C5844,INN10939,2020-06-14,3,"Неплохо. хороший кондиционер, но старые номера."
C5844,INN10940,2021-10-02,4,"Отличный отель! удобное расположение. Летом есть кондиционер, спасал от жары."
C5845,INN10943,2020-10-03,3,"Неплохо. качественное постельное бельё, но неудобный трансфер. Кондиционер не справлялся, тяжело в номере"
C5845,INN10944,2021-08-08,3,"Неплохо. удобные подушки и матрасы, но плохое освещение."
C5846,INN10945,2017-12-05,4,"Отличный отель! свежие цветы в номерах. это больше, чем отель — это дом вдали от дома Зимой отель хорошо отапливается."
C5846,INN10946,2018-08-28,4,"Отличный отель! надёжная система безопасности. Летом есть кондиционер, спасал от жары."
C6131,INN11499,2019-12-08,3,"Неплохо. вежливый персонал, но плохая звукоизоляция."
C5847,INN10947,2019-04-09,3,"Неплохо. комфортные номера, но долгое ожидание заказа. В номерах холодно. второго одеяла пришлось выпрашивать"
C5847,INN10949,2020-01-14,3,"Неплохо. оперативное решение проблем, но плесень в ванной. В номерах холодно. второго одеяла пришлось выпрашивать"
C5849,INN10952,2017-05-26,3,"Неплохо. просторные номера, но отсутствие парковки. В номерах холодно. второго одеяла пришлось выпрашивать"
C5850,INN10953,2020-06-29,3,"Неплохо. отличный отель, но нехватка полотенец. В номерах холодно. второго одеяла пришлось выпрашивать"
C5851,INN10954,2017-11-28,3,"Неплохо. тихо и спокойно, но медленное обслуживание. Для детей ничего нет, им было скучно."
C5852,INN10955,2019-07-23,4,"Отличный отель! красивый интерьер. чистота без компромиссов — это впечатляет Летом есть кондиционер, спасал от жары."
C5853,INN10959,2020-11-01,3,"Неплохо. всё супер, но насекомые в номере. Для детей ничего нет, им было скучно. Кондиционер не справлялся, тяжело в номере"
C5853,INN10960,2021-12-15,3,"Неплохо. дружелюбная атмосфера, но недостаточная вентиляция. Для детей ничего нет, им было скучно."
C5853,INN10961,2023-04-02,4,Отличный отель! отличные условия для детей. Дети в восторге от игровой зоны!
C5853,INN10962,2024-03-21,4,"Отличный отель! чистые полотенца каждый день. чистота, уют, забота — что ещё нужно? Дети в восторге от игровой зоны!"
C5853,INN10963,2025-03-21,3,"Неплохо. отличная шумоизоляция, но слишком жарко летом. Для детей ничего нет, им было скучно."
C5854,INN10964,2018-04-14,3,"Неплохо. прекрасный вид, но нет горячей воды по утрам. В номерах холодно. второго одеяла пришлось выпрашивать"
C5854,INN10965,2019-06-24,4,Отличный отель! комфортабельные зоны отдыха.
C5854,INN10966,2020-07-11,3,"Неплохо. удобный трансфер из аэропорта, но не работает телевизор."
C5854,INN10967,2020-12-20,3,"Неплохо. качественная косметика в ванной, но грязные номера."
C5855,INN10969,2020-09-27,3,"Неплохо. внимательный персонал, но неработающий лифт. Для детей ничего нет, им было скучно. Кондиционер не справлялся, тяжело в номере"
C5857,INN10974,2018-12-13,3,"Неплохо. быстрая доставка багажа, но неудобная мебель. Кондиционер не справлялся, тяжело в номере"
C5857,INN10975,2019-09-03,3,"Неплохо. удобные лифты, но отсутствие парковки. Кондиционер не справлялся, тяжело в номере"
C5857,INN10976,2020-04-02,4,Отличный отель! вежливый персонал. отель в моём личном топе — 5/5 Зимой отель хорошо отапливается.
C5857,INN10977,2021-03-21,3,"Неплохо. комфортабельные зоны отдыха, но несвежие продукты в ресторане. В номерах холодно. второго одеяла пришлось выпрашивать"
C5857,INN10978,2022-09-25,4,"Отличный отель! отличный отель. Летом есть кондиционер, спасал от жары."
C5858,INN10981,2018-07-30,3,"Неплохо. приятный аромат в холле, но холодно в номере зимой. В номерах холодно. второго одеяла пришлось выпрашивать"
C5858,INN10982,2019-10-02,4,"Отличный отель! хорошие виды из окон. чистота и порядок — визитная карточка Летом есть кондиционер, спасал от жары."
C5860,INN10984,2021-05-22,4,"Отличный отель! удобная мебель. отель, который стал частью моих путешествий Зимой отель хорошо отапливается."
C5861,INN10985,2018-04-04,4,Отличный отель! вежливый персонал. персонал — главная фишка этого места Дети в восторге от игровой зоны!
C5861,INN10986,2019-05-24,3,"Неплохо. свежее постельное бельё, но медленный интернет. Для детей ничего нет, им было скучно. Кондиционер не справлялся, тяжело в номере"
C5862,INN10988,2020-06-27,3,"Неплохо. вежливый персонал, но неисправная сантехника. В номерах холодно. второго одеяла пришлось выпрашивать"
C5862,INN10989,2021-08-15,3,"Неплохо. тихо и спокойно, но неудобные кровати. Кондиционер не справлялся, тяжело в номере"
C5863,INN10990,2020-05-30,4,Отличный отель! приятная музыка в лобби. сервис здесь — это искусство
C5864,INN10992,2017-07-02,4,Отличный отель! надёжная система безопасности. персонал запомнился теплом и заботой
C5865,INN10993,2018-03-06,3,"Неплохо. надёжная система безопасности, но насекомые в номере. Для детей ничего нет, им было скучно."
C5866,INN10994,2018-12-21,4,"Отличный отель! чистый бассейн. отель, который превзошёл все ожидания Летом есть кондиционер, спасал от жары."
C5867,INN10998,2018-06-13,3,"Неплохо. комфортные номера, но холодная еда в ресторане. В номерах холодно. второго одеяла пришлось выпрашивать"
C6131,INN11500,2020-08-27,3,"Неплохо. аккуратный сад, но отсутствие парковки."
C5867,INN10999,2019-12-20,3,"Неплохо. уютная атмосфера, но очереди на завтрак. В номерах холодно. второго одеяла пришлось выпрашивать"
C5868,INN11000,2019-12-14,3,"Неплохо. удобное расположение, но нет указателей в отеле."
C5869,INN11001,2018-04-09,3,"Неплохо. разнообразное меню в ресторане, но несоответствие фото на сайте."
C5869,INN11002,2019-06-10,3,"Неплохо. прекрасный вид, но отсутствие парковки. В номерах холодно. второго одеяла пришлось выпрашивать"
C5869,INN11003,2020-08-21,3,"Неплохо. хороший кондиционер, но насекомые в номере."
C5870,INN11004,2018-05-24,4,Отличный отель! очень чисто. Зимой отель хорошо отапливается.
C5870,INN11005,2019-10-31,4,"Отличный отель! отличный отель. Парковка удобная, близко к входу. Зимой отель хорошо отапливается."
C5871,INN11006,2018-02-21,3,"Неплохо. аккуратный сад, но долгое ожидание заказа."
C5871,INN11007,2018-07-28,2,"Крайне недоволен. долгое ожидание заказа. небезопасный район — беспокоился за вещи Кондиционер не справлялся, тяжело в номере"
C5872,INN11008,2019-07-27,4,Отличный отель! чистые полотенца каждый день. буду рекомендовать друзьям без раздумий Дети в восторге от игровой зоны! Зимой отель хорошо отапливается.
C5873,INN11009,2020-08-21,3,"Неплохо. надёжная система безопасности, но трещины на стенах."
C5874,INN11011,2018-11-22,4,"Отличный отель! удобное расположение. Летом есть кондиционер, спасал от жары."
C5875,INN11012,2018-08-22,4,"Отличный отель! свежее постельное бельё. вернусь, это однозначно! Дети в восторге от игровой зоны!"
C5876,INN11014,2019-01-27,3,"Неплохо. красивое оформление территории, но недостаточная вентиляция. Для детей ничего нет, им было скучно."
C5877,INN11016,2018-06-16,3,"Неплохо. современные номера, но неприятный запах в номере. В номерах холодно. второго одеяла пришлось выпрашивать"
C5878,INN11017,2018-09-28,4,Отличный отель! дружелюбная атмосфера. Дети в восторге от игровой зоны!
C5879,INN11018,2019-09-06,3,"Неплохо. качественные продукты на завтрак, но отсутствие фена в номере. Кондиционер не справлялся, тяжело в номере"
C5880,INN11020,2020-02-04,3,"Неплохо. удобные лифты, но дорого для такого качества. В номерах холодно. второго одеяла пришлось выпрашивать"
C5883,INN11023,2018-11-09,4,Отличный отель! удобные лифты.
C5884,INN11025,2020-12-23,2,Крайне недоволен. неубранный мусор в коридоре. небезопасные условия в бассейне — скользкий пол В номерах холодно. второго одеяла пришлось выпрашивать
C5884,INN11026,2021-12-05,4,"Отличный отель! удобное расположение. Летом есть кондиционер, спасал от жары."
C5885,INN11027,2019-10-27,3,"Неплохо. уютная атмосфера, но дорого для такого качества."
C5885,INN11028,2020-08-14,3,"Неплохо. дружелюбная атмосфера, но несоответствие фото на сайте."
C5885,INN11029,2021-04-27,3,"Неплохо. красивое оформление территории, но дорого для такого качества. В номерах холодно. второго одеяла пришлось выпрашивать"
C5886,INN11030,2021-06-03,3,"Неплохо. своевременная уборка номеров, но плохая звукоизоляция. В номерах холодно. второго одеяла пришлось выпрашивать"
C5887,INN11031,2019-04-18,3,"Неплохо. достаточное освещение, но неудобные кровати. В номерах холодно. второго одеяла пришлось выпрашивать"
C5887,INN11032,2020-09-23,4,Отличный отель! свежие цветы в номерах.
C5888,INN11033,2017-07-06,4,"Отличный отель! стильный дизайн отеля. отличный сервис, чувствую себя как дома Зимой отель хорошо отапливается."
C5888,INN11034,2018-03-11,3,"Неплохо. просторные номера, но несоответствие фото на сайте. В номерах холодно. второго одеяла пришлось выпрашивать"
C5890,INN11036,2021-06-28,4,Отличный отель! удобные подушки и матрасы. Дети в восторге от игровой зоны! Зимой отель хорошо отапливается.
C5891,INN11037,2018-04-26,4,Отличный отель! удобные лифты. Зимой отель хорошо отапливается.
C5892,INN11038,2019-11-26,3,"Неплохо. быстрая доставка багажа, но сломанный кондиционер."
C5892,INN11039,2020-07-24,3,"Неплохо. современные номера, но проблемы с горячей водой. В номерах холодно. второго одеяла пришлось выпрашивать"
C5893,INN11040,2020-08-27,3,"Неплохо. разнообразное меню в ресторане, но неудобное расположение. Для детей ничего нет, им было скучно."
C5893,INN11041,2021-01-03,3,"Неплохо. приятная музыка в лобби, но медленное обслуживание. Для детей ничего нет, им было скучно. В номерах холодно. второго одеяла пришлось выпрашивать"
C5916,INN11096,2019-02-25,3,"Неплохо. чистые полотенца каждый день, но грязные номера. Для детей ничего нет, им было скучно."
C5894,INN11044,2017-10-05,4,"Отличный отель! быстро заселили. этот отель стал моим фаворитом Летом есть кондиционер, спасал от жары."
C5894,INN11045,2018-04-30,4,Отличный отель! профессиональное обслуживание. Зимой отель хорошо отапливается.
C5894,INN11046,2018-08-22,4,"Отличный отель! приятный аромат в холле. Летом есть кондиционер, спасал от жары."
C5895,INN11047,2021-01-31,3,"Неплохо. красивый интерьер, но неудобная мебель. Для детей ничего нет, им было скучно."
C5895,INN11048,2021-11-29,4,Отличный отель! красивое оформление территории. персонал здесь — отдельная история успеха Дети в восторге от игровой зоны!
C5896,INN11051,2019-02-24,3,"Неплохо. приветливый персонал на ресепшн, но очереди на завтрак. Кондиционер не справлялся, тяжело в номере"
C5897,INN11052,2017-09-05,3,"Неплохо. отличный отель, но трещины на стенах. Кондиционер не справлялся, тяжело в номере"
C5898,INN11053,2020-09-28,4,Отличный отель! чистые полотенца каждый день. уровень комфорта покорил — вернусь!
C5898,INN11054,2022-02-05,4,"Отличный отель! комфортные номера. Летом есть кондиционер, спасал от жары."
C5898,INN11055,2022-05-14,4,Отличный отель! очень чисто. сервис здесь — это забота на максимум
C5899,INN11057,2019-11-28,4,"Отличный отель! качественные продукты на завтрак. вернусь, чтобы испытать это снова Летом есть кондиционер, спасал от жары."
C5900,INN11058,2018-10-23,4,"Отличный отель! удобное расположение. Дети в восторге от игровой зоны! Летом есть кондиционер, спасал от жары."
C5900,INN11059,2019-04-23,4,Отличный отель! чистый бассейн. Дети в восторге от игровой зоны! Зимой отель хорошо отапливается.
C5901,INN11060,2017-11-25,4,"Отличный отель! приветливые официанты. Дети в восторге от игровой зоны! Летом есть кондиционер, спасал от жары."
C5902,INN11063,2019-01-24,3,"Неплохо. уютная атмосфера, но слишком жарко летом. Для детей ничего нет, им было скучно. Парковка далеко и плохо освещена."
C5903,INN11067,2020-08-08,3,"Неплохо. приветливый персонал на ресепшн, но тесные номера. Кондиционер не справлялся, тяжело в номере"
C5905,INN11071,2020-03-09,4,Отличный отель! удобное расположение. останавливаюсь здесь каждый раз — не меняю выбор
C5906,INN11072,2020-11-26,3,"Неплохо. аккуратный сад, но грязные номера. Кондиционер не справлялся, тяжело в номере"
C5906,INN11073,2021-07-08,4,Отличный отель! удобное расположение. вернусь за атмосферой уюта
C5906,INN11074,2022-10-05,3,"Неплохо. современные номера, но долгое ожидание заказа. Кондиционер не справлялся, тяжело в номере"
C5908,INN11078,2018-10-04,3,"Неплохо. достаточное освещение, но плохая звукоизоляция. Для детей ничего нет, им было скучно. В номерах холодно. второго одеяла пришлось выпрашивать"
C5909,INN11079,2017-09-25,3,"Неплохо. приятная музыка в лобби, но неприятный запах в номере. Для детей ничего нет, им было скучно. Кондиционер не справлялся, тяжело в номере"
C5910,INN11080,2020-09-27,3,"Неплохо. вежливый персонал, но сломанный кондиционер. Для детей ничего нет, им было скучно."
C5910,INN11081,2021-01-23,3,"Неплохо. удобная мебель, но очереди на завтрак. Для детей ничего нет, им было скучно. В номерах холодно. второго одеяла пришлось выпрашивать"
C5912,INN11084,2020-11-30,3,"Неплохо. комфортабельные зоны отдыха, но трещины на стенах. Кондиционер не справлялся, тяжело в номере"
C5912,INN11086,2022-04-21,3,"Неплохо. быстрый интернет, но не работают розетки в номере."
C5913,INN11087,2018-09-18,3,"Неплохо. чистые полотенца каждый день, но некомпетентный персонал. Кондиционер не справлялся, тяжело в номере"
C5913,INN11088,2019-05-14,3,"Неплохо. красивый интерьер, но неудобное расположение."
C5913,INN11089,2020-08-06,3,"Неплохо. своевременная уборка номеров, но не работает сейф в номере. Кондиционер не справлялся, тяжело в номере"
C5914,INN11090,2021-02-06,3,"Неплохо. вежливый персонал, но несвежие продукты в ресторане. Для детей ничего нет, им было скучно. Парковка далеко и плохо освещена. Кондиционер не справлялся, тяжело в номере"
C5914,INN11091,2022-02-10,3,"Неплохо. очень чисто, но непонятная система оплаты. Для детей ничего нет, им было скучно. Кондиционер не справлялся, тяжело в номере"
C5914,INN11092,2023-07-22,3,"Неплохо. удобные парковочные места, но неубранный мусор в коридоре. Для детей ничего нет, им было скучно."
C5914,INN11093,2023-12-11,3,"Неплохо. тёплый приём, но шум от стройки рядом. Для детей ничего нет, им было скучно."
C5916,INN11097,2019-12-31,4,Отличный отель! удобное расположение. Дети в восторге от игровой зоны! Зимой отель хорошо отапливается.
C5916,INN11098,2021-05-08,4,Отличный отель! приветливый персонал на ресепшн. Дети в восторге от игровой зоны! Зимой отель хорошо отапливается.
C5917,INN11099,2019-12-04,4,Отличный отель! отличная шумоизоляция.
C5918,INN11100,2019-06-12,4,Отличный отель! свежее постельное бельё. лучший отель в этом городе — это факт!
C5919,INN11101,2020-02-23,4,Отличный отель! удобные лифты. Дети в восторге от игровой зоны! Зимой отель хорошо отапливается.
C5919,INN11102,2021-01-24,4,Отличный отель! удобные парковочные места. здесь всегда ждут как родных Дети в восторге от игровой зоны!
C5920,INN11103,2020-04-06,3,"Неплохо. быстрый интернет, но дорого для такого качества."
C5920,INN11105,2021-06-08,3,"Неплохо. быстро заселили, но некомпетентный персонал. В номерах холодно. второго одеяла пришлось выпрашивать"
C5921,INN11106,2018-05-22,3,"Неплохо. качественное постельное бельё, но далеко до центра города. Для детей ничего нет, им было скучно."
C5922,INN11107,2020-10-18,3,"Неплохо. удобные подушки и матрасы, но несвежие продукты в ресторане."
C5922,INN11108,2021-04-18,4,Отличный отель! приятный аромат в холле.
C5922,INN11109,2022-03-04,4,"Отличный отель! удобное расположение. сервис, который цепляет — вернусь!"
C5922,INN11110,2022-10-15,4,Отличный отель! приятная музыка в лобби.
C5923,INN11111,2018-03-20,3,"Неплохо. качественное постельное бельё, но неработающий лифт."
C5925,INN11113,2019-05-09,3,"Неплохо. прекрасный вид, но тесные номера. В номерах холодно. второго одеяла пришлось выпрашивать"
C5925,INN11114,2020-01-06,3,"Неплохо. приятный аромат в холле, но неработающий лифт."
C5926,INN11117,2018-09-04,3,"Неплохо. вкусный завтрак, но неудобная мебель. Кондиционер не справлялся, тяжело в номере"
C5926,INN11118,2020-04-10,4,Отличный отель! достаточное освещение. Зимой отель хорошо отапливается.
C5927,INN11119,2017-07-14,4,"Отличный отель! тёплый приём. вернусь с семьёй в следующий раз Дети в восторге от игровой зоны! Летом есть кондиционер, спасал от жары."
C5927,INN11120,2018-12-08,3,"Неплохо. качественные продукты на завтрак, но некомпетентный персонал. Для детей ничего нет, им было скучно. Кондиционер не справлялся, тяжело в номере"
C5929,INN11122,2019-01-30,3,"Неплохо. качественные продукты на завтрак, но медленный интернет."
C5929,INN11123,2019-08-13,3,"Неплохо. своевременная уборка номеров, но непонятная система оплаты."
C5930,INN11124,2019-11-12,3,"Неплохо. комфортные номера, но нет горячей воды по утрам. Кондиционер не справлялся, тяжело в номере"
C5930,INN11125,2020-12-12,3,"Неплохо. чистый бассейн, но непонятная система оплаты."
C5931,INN11126,2020-08-08,4,Отличный отель! очень чисто.
C5932,INN11128,2018-01-27,3,"Неплохо. чистые полотенца каждый день, но неудобные кровати. Для детей ничего нет, им было скучно."
C5933,INN11129,2019-02-15,4,Отличный отель! качественная косметика в ванной. здесь всегда ждут как родных Дети в восторге от игровой зоны! Зимой отель хорошо отапливается.
C5934,INN11131,2020-08-16,3,"Неплохо. аккуратный сад, но дорого для такого качества."
C5935,INN11132,2020-12-17,3,"Неплохо. быстрый интернет, но потёртые ковры. Кондиционер не справлялся, тяжело в номере"
C5936,INN11133,2018-01-16,3,"Неплохо. чистый бассейн, но не работает телевизор. В номерах холодно. второго одеяла пришлось выпрашивать"
C5938,INN11135,2017-06-09,4,Отличный отель! свежее постельное бельё. Зимой отель хорошо отапливается.
C5939,INN11137,2018-07-05,4,Отличный отель! уютная атмосфера. здесь всегда ждут как родных Зимой отель хорошо отапливается.
C5940,INN11138,2021-03-24,4,"Отличный отель! быстро заселили. вернусь сюда без сомнений — уровень топ! Парковка удобная, близко к входу. Летом есть кондиционер, спасал от жары."
C5940,INN11140,2021-11-13,3,"Неплохо. удобное расположение, но несоответствие фото на сайте. Кондиционер не справлялся, тяжело в номере"
C5940,INN11141,2023-02-28,3,"Неплохо. чистые полотенца каждый день, но нехватка полотенец."
C5940,INN11142,2024-01-14,3,"Неплохо. удобные лифты, но тесные номера. Кондиционер не справлялся, тяжело в номере"
C5941,INN11143,2018-03-03,3,"Неплохо. свежее постельное бельё, но мусор у входа в отель. В номерах холодно. второго одеяла пришлось выпрашивать"
C5942,INN11144,2019-07-13,4,"Отличный отель! удобные лифты. Летом есть кондиционер, спасал от жары."
C5942,INN11145,2020-08-22,4,Отличный отель! удобные парковочные места. чистота без компромиссов — это впечатляет
C5943,INN11146,2019-08-08,4,Отличный отель! приятная музыка в лобби. буду бронировать только здесь Дети в восторге от игровой зоны!
C5944,INN11147,2019-11-26,4,Отличный отель! хорошие виды из окон.
C5945,INN11148,2019-09-10,3,"Неплохо. вежливый персонал, но потёртые ковры. Для детей ничего нет, им было скучно. Кондиционер не справлялся, тяжело в номере"
C5945,INN11149,2020-11-13,3,"Неплохо. удобные подушки и матрасы, но долгий процесс заселения. Для детей ничего нет, им было скучно."
C5945,INN11150,2022-01-31,4,"Отличный отель! быстрый интернет. Дети в восторге от игровой зоны! Летом есть кондиционер, спасал от жары."
C5947,INN11153,2018-04-07,3,"Неплохо. чистый бассейн, но шум от стройки рядом. Кондиционер не справлялся, тяжело в номере"
C5950,INN11157,2019-03-28,3,"Неплохо. чистые полотенца каждый день, но нет указателей в отеле. Кондиционер не справлялся, тяжело в номере"
C5950,INN11159,2019-12-07,4,"Отличный отель! оперативное решение проблем. отель, который стал частью моих путешествий"
C5950,INN11160,2021-07-08,3,"Неплохо. просторные номера, но слишком жарко летом."
C5953,INN11164,2021-05-08,2,"Крайне недоволен. шум от стройки рядом. некомфортная температура в номере — слишком жарко/холодно Для детей ничего нет, им было скучно. В номерах холодно. второго одеяла пришлось выпрашивать"
C5954,INN11165,2019-05-09,3,"Неплохо. отличные условия для детей, но насекомые в номере. Для детей ничего нет, им было скучно. В номерах холодно. второго одеяла пришлось выпрашивать"
C5954,INN11166,2020-02-23,4,Отличный отель! удобные подушки и матрасы. Дети в восторге от игровой зоны! Зимой отель хорошо отапливается.
C5954,INN11167,2021-10-01,4,Отличный отель! удобный трансфер из аэропорта. здесь умеют удивлять — вернусь за новыми эмоциями Дети в восторге от игровой зоны! Зимой отель хорошо отапливается.
C5955,INN11168,2020-02-10,4,Отличный отель! быстрая доставка багажа. Зимой отель хорошо отапливается.
C5955,INN11169,2021-03-20,3,"Неплохо. приветливые официанты, но мусор у входа в отель. В номерах холодно. второго одеяла пришлось выпрашивать"
C5955,INN11170,2023-02-07,4,"Отличный отель! стильный дизайн отеля. сервис здесь — на уровне премиум Летом есть кондиционер, спасал от жары."
C5957,INN11172,2017-08-17,4,Отличный отель! быстрый интернет. останавливаюсь здесь уже в третий раз Дети в восторге от игровой зоны! Зимой отель хорошо отапливается.
C5957,INN11173,2018-05-07,4,Отличный отель! быстрая доставка багажа. буду бронировать только здесь Дети в восторге от игровой зоны! Зимой отель хорошо отапливается.
C5957,INN11174,2019-08-25,4,"Отличный отель! тихо и спокойно. отличный сервис, чувствую себя как дома Дети в восторге от игровой зоны!"
C5960,INN11178,2021-07-14,3,"Неплохо. отличный отель, но недостаточная вентиляция."
C5961,INN11179,2020-11-21,4,Отличный отель! быстро заселили. останавливаюсь здесь каждый раз — не меняю выбор
C5962,INN11183,2019-12-30,3,"Неплохо. оперативное решение проблем, но слишком жарко летом. Для детей ничего нет, им было скучно."
C5962,INN11184,2020-10-26,3,"Неплохо. удобный трансфер из аэропорта, но сломанный кондиционер. Для детей ничего нет, им было скучно."
C5964,INN11186,2019-11-21,4,"Отличный отель! удобные лифты. останавливаюсь здесь каждый раз — не меняю выбор Дети в восторге от игровой зоны! Летом есть кондиционер, спасал от жары."
C5965,INN11187,2019-08-22,3,"Неплохо. приветливые официанты, но непонятная система оплаты. Кондиционер не справлялся, тяжело в номере"
C5969,INN11194,2017-12-07,4,"Отличный отель! современные номера. Летом есть кондиционер, спасал от жары."
C5970,INN11196,2020-07-14,4,Отличный отель! комфортабельные зоны отдыха.
C5971,INN11197,2020-06-06,3,"Неплохо. достаточное освещение, но старые номера. В номерах холодно. второго одеяла пришлось выпрашивать"
C5973,INN11199,2020-10-11,4,Отличный отель! тёплый приём. чистота и сервис на высоте — рекомендую Дети в восторге от игровой зоны!
C5974,INN11200,2018-06-28,4,"Отличный отель! комфортабельные зоны отдыха. чистота, уют, забота — что ещё нужно? Дети в восторге от игровой зоны!"
C5975,INN11201,2017-10-30,3,"Неплохо. профессиональное обслуживание, но старые номера."
C5976,INN11202,2020-10-31,3,"Неплохо. красивый интерьер, но долгий процесс заселения. Для детей ничего нет, им было скучно."
C5976,INN11204,2021-10-24,2,"Крайне недоволен. нехватка полотенец. номера грязные, несмотря на заверения отеля Для детей ничего нет, им было скучно."
C5977,INN11205,2020-08-16,4,"Отличный отель! удобный трансфер из аэропорта. вернусь, чтобы оценить новые услуги Дети в восторге от игровой зоны!"
C5977,INN11206,2022-02-27,3,"Неплохо. комфортные номера, но медленное обслуживание. Для детей ничего нет, им было скучно. Кондиционер не справлялся, тяжело в номере"
C5979,INN11208,2019-04-14,3,"Неплохо. комфортабельные зоны отдыха, но долгое ожидание заказа. Парковка далеко и плохо освещена. В номерах холодно. второго одеяла пришлось выпрашивать"
C5979,INN11209,2020-09-02,3,"Неплохо. стильный дизайн отеля, но холодно в номере зимой. В номерах холодно. второго одеяла пришлось выпрашивать"
C5980,INN11213,2019-12-21,3,"Неплохо. своевременная уборка номеров, но нет указателей в отеле. Кондиционер не справлялся, тяжело в номере"
C5980,INN11215,2021-08-17,4,"Отличный отель! спа‑услуги на отлично. отель, который влюбил в себя с первого дня"
C5981,INN11217,2020-10-25,3,"Неплохо. просторные номера, но холодная еда в ресторане."
C5982,INN11218,2019-03-26,3,"Неплохо. быстро заселили, но непонятная система оплаты. В номерах холодно. второго одеяла пришлось выпрашивать"
C5983,INN11219,2019-05-29,3,"Неплохо. комфортные номера, но сломанный кондиционер."
C5984,INN11220,2017-10-30,4,"Отличный отель! стильный дизайн отеля. чистота без компромиссов — это впечатляет Летом есть кондиционер, спасал от жары."
C5985,INN11223,2019-07-11,4,Отличный отель! качественные продукты на завтрак. Дети в восторге от игровой зоны!
C5985,INN11224,2020-02-05,4,Отличный отель! спа‑услуги на отлично. Дети в восторге от игровой зоны!
C5985,INN11225,2020-12-05,3,"Неплохо. удобное расположение, но медленный интернет. Для детей ничего нет, им было скучно."
C5986,INN11226,2021-04-27,3,"Неплохо. аккуратный сад, но нет горячей воды по утрам. В номерах холодно. второго одеяла пришлось выпрашивать"
C5987,INN11227,2019-10-07,3,"Неплохо. удобная мебель, но плесень в ванной. Кондиционер не справлялся, тяжело в номере"
C5990,INN11230,2020-09-11,4,"Отличный отель! спа‑услуги на отлично. вернусь, чтобы открыть для себя больше Дети в восторге от игровой зоны!"
C5990,INN11231,2021-05-09,4,"Отличный отель! приятная музыка в лобби. отличный сервис, чувствую себя как дома Дети в восторге от игровой зоны!"
C5991,INN11232,2018-10-18,5,"Превосходно! Рекомендую всем! буду возвращаться снова и снова — это любовь! просто топ! Летом есть кондиционер, спасал от жары."
C5992,INN11233,2019-01-11,4,Отличный отель! прекрасный вид. Дети в восторге от игровой зоны!
C5994,INN11235,2018-12-12,3,"Неплохо. отличный отель, но неудобный трансфер."
C5995,INN11238,2019-06-25,3,"Неплохо. свежее постельное бельё, но несоответствие фото на сайте."
C5996,INN11239,2019-12-22,3,"Неплохо. удобные парковочные места, но отсутствие парковки. Кондиционер не справлялся, тяжело в номере"
C5998,INN11241,2019-05-20,4,"Отличный отель! отличные условия для детей. превзошли ожидания, спасибо! Дети в восторге от игровой зоны! Зимой отель хорошо отапливается."
C5999,INN11242,2017-09-13,3,"Неплохо. свежие цветы в номерах, но плохое освещение."
C6001,INN11244,2018-02-10,3,"Неплохо. качественная косметика в ванной, но грязные номера. Для детей ничего нет, им было скучно."
C6001,INN11245,2018-11-12,4,"Отличный отель! аккуратный сад. превзошли ожидания, спасибо! Дети в восторге от игровой зоны! Летом есть кондиционер, спасал от жары."
C6001,INN11246,2019-10-09,3,"Неплохо. качественная косметика в ванной, но неудобная мебель. Для детей ничего нет, им было скучно."
C6002,INN11247,2019-02-04,3,"Неплохо. красивое оформление территории, но не работает телевизор."
C6005,INN11252,2017-07-22,3,"Неплохо. тёплый приём, но неудобное расположение. В номерах холодно. второго одеяла пришлось выпрашивать"
C6006,INN11253,2018-03-27,3,"Неплохо. красивый интерьер, но тесные номера."
C6006,INN11254,2019-01-13,3,"Неплохо. стильный дизайн отеля, но долгий процесс заселения. В номерах холодно. второго одеяла пришлось выпрашивать"
C6006,INN11255,2020-03-23,4,"Отличный отель! удобные подушки и матрасы. сервис, который цепляет — вернусь! Зимой отель хорошо отапливается."
C6006,INN11256,2022-01-10,4,Отличный отель! тёплый приём. Зимой отель хорошо отапливается.
C6006,INN11257,2023-01-18,4,Отличный отель! очень чисто. чистота и сервис на высоте — рекомендую
